item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,rt_21,rt_22,rt_23,rt_24,rt_25,rt_26,rt_27,rt_28,rt_29,rt_30,rt_31,rt_32,rt_33,rt_34,rt_35,rt_36,rt_37,rt_38,rt_39,rt_40
1,9,1,9,1,9,9,9,0,9,1,9,9,9,1,0,0,9,9,9,9,0,9,9,9,9,1,1,9,1,9,9,1,9,1,1,0,9,9,9,5.958,NA,10.702,NA,10.775,NA,NA,NA,30,NA,12.815,NA,NA,NA,11.639,13.533,9.767,NA,NA,NA,NA,21.735,NA,NA,NA,NA,25.79,15.431,NA,8.279,NA,NA,25.277,NA,17.301,29.067,10.174,NA,NA,NA
1,9,9,9,9,9,9,1,9,0,9,0,9,9,9,9,1,0,9,9,1,1,0,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,8.511,NA,NA,NA,NA,NA,NA,28.261,NA,30,NA,9.824,NA,NA,NA,NA,6.437,30,NA,NA,11.381,26.22,17.764,NA,NA,NA,NA,NA,NA,NA,19.264,NA,NA,NA,NA,NA,11.667,NA,NA,NA
0,9,1,1,0,9,9,9,9,0,0,1,1,0,0,9,1,1,1,0,9,1,9,9,0,1,0,9,9,9,9,1,1,1,9,9,1,9,9,9,26.432,NA,10.193,5.166,16.026,NA,NA,NA,NA,12.039,12.53,5.336,9.078,6.362,12.641,NA,10.904,10.658,8.252,12.237,NA,7.365,NA,NA,8.407,23.097,30,NA,NA,NA,NA,6.88,11.452,13.932,NA,NA,6.883,NA,NA,NA
9,1,0,9,9,1,1,9,9,9,1,9,0,9,0,1,9,9,9,9,0,9,0,0,0,1,9,9,1,1,1,1,0,1,0,9,9,9,9,0,NA,16.703,5.039,NA,NA,7.215,12.118,NA,NA,NA,6.118,NA,6.983,NA,25.758,14.647,NA,NA,NA,NA,8.469,NA,5.639,11.789,30,10.134,NA,NA,5.543,24.19,7.886,6.766,5.895,21.037,9.031,NA,NA,NA,NA,8.125
9,9,9,0,9,0,9,9,0,0,9,0,0,0,9,1,9,0,0,0,0,9,0,9,0,9,0,9,9,0,0,9,0,0,0,9,0,9,9,9,NA,NA,NA,6.536,NA,18.389,NA,NA,7.988,7.217,NA,3.194,22.798,5.767,NA,15.872,NA,12.377,30,7.257,12.54,NA,6.337,NA,8.999,NA,6.061,NA,NA,5.878,8.624,NA,12.62,6.841,3.934,NA,9.934,NA,NA,NA
9,1,9,0,9,0,9,9,0,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,1,0,9,9,9,9,9,0,9,NA,17.752,NA,30,NA,23.879,NA,NA,22.007,NA,30,NA,NA,25.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.254,NA,NA,NA,14.92,26.337,NA,NA,NA,NA,NA,21.704,NA
1,9,1,9,1,9,9,1,1,1,9,1,9,9,9,1,9,9,9,9,9,1,1,9,9,9,1,9,9,9,9,1,9,1,9,1,1,9,1,1,16.743,NA,9.763,NA,19.935,NA,NA,26.959,28.096,10.137,NA,13.457,NA,NA,NA,14.279,NA,NA,NA,NA,NA,11.009,6.672,NA,NA,NA,30,NA,NA,NA,NA,5.177,NA,11.07,NA,11.958,5.253,NA,14.889,17.768
9,1,1,9,9,9,9,1,0,9,9,9,1,1,0,9,9,9,9,1,9,9,1,1,1,9,9,1,9,1,9,9,9,1,1,1,1,9,9,9,NA,18.007,8.526,NA,NA,NA,NA,10.7,21.806,NA,NA,NA,9.991,16.078,14.534,NA,NA,NA,NA,21.805,NA,NA,8.142,17.181,16.797,NA,NA,8.229,NA,14.071,NA,NA,NA,9.766,26.429,9.927,10.943,NA,NA,NA
1,9,9,9,9,9,1,1,0,1,1,9,0,9,0,1,1,9,9,9,9,9,9,9,9,1,9,9,0,9,1,9,1,9,9,9,1,1,9,1,3.89,NA,NA,NA,NA,NA,8.393,18.174,25.318,16.995,11.106,NA,26.41,NA,18.627,6.808,6.566,NA,NA,NA,NA,NA,NA,NA,NA,4.585,NA,NA,29.883,NA,7.804,NA,12.493,NA,NA,NA,4.417,7.187,NA,30
9,9,9,9,9,1,0,9,9,1,9,9,1,9,9,0,9,1,9,1,9,9,9,0,0,9,0,9,9,9,0,1,9,9,9,9,0,0,9,9,NA,NA,NA,NA,NA,14.401,13.387,NA,NA,12.005,NA,NA,13.152,NA,NA,21.557,NA,20.602,NA,19.117,NA,NA,NA,16.623,30,NA,15.286,NA,NA,NA,13.745,16.604,NA,NA,NA,NA,16.06,13.069,NA,NA
1,0,9,0,9,9,9,9,9,0,9,9,0,0,9,9,0,0,0,0,9,9,9,9,9,9,9,9,9,0,9,0,9,9,0,9,9,9,9,9,12.729,30,NA,21.482,NA,NA,NA,NA,NA,10.05,NA,NA,11.63,11.386,NA,NA,12.246,7.815,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,6.683,NA,NA,16.588,NA,NA,NA,NA,NA
9,9,9,0,0,1,9,0,9,0,9,1,9,9,0,1,1,9,9,9,9,9,9,9,0,0,1,9,9,9,9,9,9,9,0,9,1,1,0,9,NA,NA,NA,12.371,5.863,17.51,NA,27.686,NA,20.866,NA,11.424,NA,NA,6.81,15.76,5.405,NA,NA,NA,NA,NA,NA,NA,6.66,11.347,28.196,NA,NA,NA,NA,NA,NA,NA,16.448,NA,9.207,29.74,19.143,NA
1,1,1,9,9,9,9,1,9,9,9,9,9,9,0,1,9,0,9,1,9,9,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,1,9,9,7.491,17.036,14.796,NA,NA,NA,NA,8.973,NA,NA,NA,NA,NA,NA,24.504,30,NA,20.589,NA,30,NA,NA,10.291,NA,NA,NA,NA,NA,11.75,NA,11.49,NA,NA,NA,NA,NA,7.666,6.294,NA,NA
9,1,0,0,9,0,9,9,0,0,9,9,9,0,9,9,9,9,0,9,0,0,9,9,9,0,9,9,9,9,0,1,9,9,0,9,1,9,9,9,NA,19.604,11.734,12.023,NA,11.324,NA,NA,26.517,12.335,NA,NA,NA,24.334,NA,NA,NA,NA,17.051,NA,10.012,30,NA,NA,NA,9.813,NA,NA,NA,NA,11.695,11.231,NA,NA,13.216,NA,10.881,NA,NA,NA
9,9,1,9,1,9,1,0,1,1,1,1,9,1,1,1,1,1,1,9,1,9,9,9,1,1,9,0,1,9,1,1,1,9,1,1,9,9,1,9,NA,NA,6.631,NA,7.799,NA,7.446,5.938,11.885,7.717,9.945,17.819,NA,12.098,10.383,6.669,6.47,14.666,9.104,NA,7.676,NA,NA,NA,30,7.073,NA,7.548,6.719,NA,7.112,4.385,12.958,NA,8.656,8.835,NA,NA,7.764,NA
1,1,9,1,1,1,9,1,9,9,9,1,9,9,9,9,0,9,1,9,9,0,1,9,0,0,9,1,9,9,1,1,0,1,1,1,1,9,9,9,4.136,9.5,NA,10.431,30,3.597,NA,22.78,NA,NA,NA,14.387,NA,NA,NA,NA,15.106,NA,11.16,NA,NA,6.928,4.418,NA,15.169,3.976,NA,16.979,NA,NA,7.373,4.651,20.806,10.556,10.353,20.112,5.78,NA,NA,NA
9,1,1,9,9,9,1,1,1,9,9,9,0,9,9,9,9,9,1,9,9,9,9,1,9,1,9,1,9,0,9,9,1,9,9,0,1,1,9,9,NA,13.919,12.991,NA,NA,NA,30,10.855,18.607,NA,NA,NA,7.695,NA,NA,NA,NA,NA,19.767,NA,NA,NA,NA,15.679,NA,15.855,NA,11.741,NA,19.942,NA,NA,9.039,NA,NA,30,8.864,8.879,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.103,4.139,3.66,10.007,7.906,2.19,3.868,5.276,10.257,4.663,4.195,3.993,2.768,9.145,5.823,2.777,3.735,5.617,7.332,9.804,2.546,4.118,3.526,6.251,14.201,3.099,3.888,3.206,11.69,4.767,3.623,2.386,3.864,9.153,4.534,9.787,2.623,5.08,5.614,7.562
9,9,9,9,9,1,1,9,0,9,9,9,0,0,0,1,1,1,9,1,9,9,9,9,0,9,9,9,9,0,1,9,1,9,9,9,9,9,0,0,NA,NA,NA,NA,NA,6.294,11.58,NA,24.993,NA,NA,NA,30,9.594,21.612,8.5,6.499,12.138,NA,22.527,NA,NA,NA,NA,27.693,NA,NA,NA,NA,13.865,29.068,NA,11.245,NA,NA,NA,NA,NA,6.104,16.295
1,1,9,9,0,9,1,1,9,9,1,1,1,0,9,1,1,9,1,9,1,9,9,1,9,9,9,1,9,9,1,1,9,9,9,9,1,9,9,9,5.672,7.926,NA,NA,9.887,NA,12.935,28.208,NA,NA,30,12.229,30,26.743,NA,7.992,8.991,NA,6.92,NA,4.912,NA,NA,18.175,NA,NA,NA,10.912,NA,NA,18.303,5.233,NA,NA,NA,NA,6.127,NA,NA,NA
1,9,9,9,9,1,9,1,1,9,1,1,1,1,9,1,9,1,9,9,1,0,1,1,0,1,9,9,1,1,1,1,1,9,1,1,0,1,1,9,6.269,NA,NA,NA,NA,3.967,NA,8.217,10.309,NA,8.768,13.264,6.29,14.703,NA,7.49,NA,5.173,NA,NA,7.052,11.223,4.389,8.258,30,7.576,NA,NA,5.917,11.216,21.905,4.468,6.998,NA,11.047,10.747,5.469,7.295,12.75,NA
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5.286,9.341,5.911,5.048,13.784,13.066,2.772,15.318,2.358,2.09,8.049,7.454,3.079,5.684,3.986,7.185,4.815,3.283,4.18,2.014,11.895,5.53,5.599,2.357,2.366,8.514,2.58,7.447,7.801,8.267,12.768,4.53,2.518,6.521,4.006,2.804,2.116,5.839,2.481,10.115
1,1,9,1,1,1,9,1,1,9,9,1,9,9,9,9,9,1,1,9,1,9,1,1,9,1,1,1,1,9,1,9,9,1,1,9,9,0,9,1,3.979,5.133,NA,13.501,10.158,3.515,NA,6.683,9.775,NA,NA,7.868,NA,NA,NA,NA,NA,7.247,16.129,NA,1.949,NA,3.275,26.739,NA,5.369,30,3.525,7.778,NA,11.723,NA,NA,7.48,15.417,NA,NA,2.813,NA,30
9,9,1,9,9,9,0,9,0,9,1,9,1,0,9,9,9,9,0,9,1,9,9,1,9,9,0,9,9,9,9,9,1,9,9,9,0,9,0,9,NA,NA,6.518,NA,NA,NA,30,NA,28.742,NA,19.792,NA,8.534,30,NA,NA,NA,NA,29,NA,3.859,NA,NA,12.066,NA,NA,17.492,NA,NA,NA,NA,NA,21.985,NA,NA,NA,4.39,NA,29.413,NA
1,9,9,9,9,9,1,9,9,9,1,1,9,9,9,9,9,9,1,0,9,9,9,9,9,1,9,9,9,1,9,9,0,9,9,0,9,9,1,9,22.016,NA,NA,NA,NA,NA,30,NA,NA,NA,6.998,8.451,NA,NA,NA,NA,NA,NA,16.065,11.435,NA,NA,NA,NA,NA,5.622,NA,NA,NA,30,NA,NA,29.295,NA,NA,30,NA,NA,18.799,NA
9,0,1,9,1,9,9,1,1,9,1,1,1,1,1,1,9,9,1,1,1,0,1,9,1,1,0,1,1,0,1,1,9,9,1,9,9,9,0,1,NA,12.016,11.183,NA,20.457,NA,NA,6.334,12.792,NA,4.727,6.73,5.053,7.373,8.937,4.961,NA,NA,10.137,11.887,2.532,13.265,3.406,NA,8.653,3.173,13.179,4.465,5.144,5.153,4.768,3.61,NA,NA,8.232,NA,NA,NA,30,11.805
0,9,9,9,1,9,9,9,9,9,9,1,1,9,9,9,1,9,9,0,9,1,9,0,9,1,9,1,0,1,0,1,9,9,0,1,9,9,9,0,18.511,NA,NA,NA,14.199,NA,NA,NA,NA,NA,NA,22.943,8.023,NA,NA,NA,8.735,NA,NA,13.768,NA,9.007,NA,25.007,NA,15.223,NA,18.375,14.247,14.444,7.623,9.255,NA,NA,12.294,17.927,NA,NA,NA,12.96
9,0,9,9,9,9,9,9,9,9,1,9,0,9,9,0,9,0,1,0,1,0,9,9,0,9,1,0,9,0,1,1,9,9,9,9,0,1,9,9,NA,11.966,NA,NA,NA,NA,NA,NA,NA,NA,20.229,NA,8.166,NA,NA,15.505,NA,14.172,17.663,15.105,5.048,17.331,NA,NA,21.327,NA,14.768,14.684,NA,29.17,13.194,12.222,NA,NA,NA,NA,5.983,10.7,NA,NA
9,9,9,1,9,1,9,1,9,9,9,9,1,1,0,9,1,9,1,9,9,9,9,9,9,9,1,9,9,9,1,9,1,9,9,9,1,9,9,9,NA,NA,NA,20.289,NA,19.02,NA,30,NA,NA,NA,NA,11.333,17.652,12.79,NA,16.227,NA,30,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,19.533,NA,23.789,NA,NA,NA,9.968,NA,NA,NA
9,9,0,9,9,9,9,0,9,9,9,9,9,1,0,9,1,0,9,9,0,1,9,9,9,9,0,9,0,9,9,9,9,0,9,9,0,9,9,0,NA,NA,9.724,NA,NA,NA,NA,6.177,NA,NA,NA,NA,NA,29.664,10.643,NA,10.98,30,NA,NA,5.742,28.601,NA,NA,NA,NA,19.369,NA,20.268,NA,NA,NA,NA,20.326,NA,NA,10.093,NA,NA,30
1,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,1,9,1,0,9,1,9,9,9,9,9,9,1,0,9,0,9,9,9,1,9,0,9,0,7.407,NA,NA,NA,NA,NA,30,NA,NA,21.734,NA,NA,NA,NA,NA,NA,8.902,NA,19.63,27.793,NA,22.102,NA,NA,NA,NA,NA,NA,18.457,19.654,NA,10.023,NA,NA,NA,30,NA,12.37,NA,22.603
1,1,1,1,0,1,9,1,1,1,9,0,9,1,9,0,1,9,1,9,1,9,0,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,1,12.422,9.035,18.75,17.786,10.256,9.653,NA,18.138,11.713,9.517,NA,17.926,NA,9.257,NA,9.363,7.682,NA,9.514,NA,14.778,NA,8.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.796,11.419,15.207,NA,NA,6.783,NA,9.863
9,9,9,1,0,9,1,9,9,9,9,9,1,9,0,9,9,1,9,9,9,9,9,9,0,9,1,9,9,0,1,9,9,0,0,0,1,9,9,9,NA,NA,NA,15.365,12.015,NA,10.405,NA,NA,NA,NA,NA,7.2,NA,30,NA,NA,10.094,NA,NA,NA,NA,NA,NA,19.204,NA,5.698,NA,NA,14.332,15.383,NA,NA,15.912,30,9.183,6.881,NA,NA,NA
1,1,9,9,9,9,9,1,0,0,1,9,1,1,0,1,9,9,9,0,9,1,9,0,9,1,1,1,0,0,1,9,9,1,0,0,1,1,0,0,6.495,8.476,NA,NA,NA,NA,NA,6.279,11.292,8.714,17.187,NA,9.324,11.995,10.448,10.806,NA,NA,NA,16.029,NA,7.577,NA,6.596,NA,4.245,12.395,4.559,9.011,20.003,7.847,NA,NA,11.246,7.681,13.449,4.84,3.653,15.752,8.99
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3.434,4.216,2.463,5.375,4.98,1.673,4.42,5.911,6.618,3.593,3.897,4.747,2.478,5.712,4.678,4.796,2.823,2.726,15.437,9.419,2.079,5.557,3.301,5.155,18.386,2.963,7.815,3.749,5.387,5.008,10.164,2.038,13.677,6.887,10.316,2.849,4.412,2.391,14.162,6.771
9,1,9,9,9,9,0,9,9,9,9,0,9,9,9,9,1,9,0,9,1,9,1,9,0,9,0,9,9,9,0,1,9,9,9,9,9,9,9,9,NA,19.068,NA,NA,NA,NA,30,NA,NA,NA,NA,17.074,NA,NA,NA,NA,16.041,NA,23.225,NA,7.301,NA,21.419,NA,21.901,NA,30,NA,NA,NA,11.021,26.565,NA,NA,NA,NA,NA,NA,NA,NA
9,9,9,9,0,9,9,9,1,9,1,9,1,0,0,9,9,0,9,9,9,9,1,9,9,9,9,0,0,9,9,9,1,1,9,9,9,1,9,9,NA,NA,NA,NA,10.547,NA,NA,NA,18.562,NA,18.637,NA,30,8.744,17.771,NA,NA,21.346,NA,NA,NA,NA,13.898,NA,NA,NA,NA,23.508,13.336,NA,NA,NA,24.202,18.902,NA,NA,NA,11.844,NA,NA
9,9,0,9,9,1,1,9,9,9,1,9,0,0,0,0,9,9,9,9,9,1,0,9,9,1,0,1,1,0,1,9,9,0,9,9,1,9,9,9,NA,NA,8.82,NA,NA,5.124,18.866,NA,NA,NA,6.795,NA,9.668,6.337,30,19.561,NA,NA,NA,NA,NA,22.451,9.418,NA,NA,9.935,7.953,9.419,9.599,12.613,28.474,NA,NA,6.365,NA,NA,17.23,NA,NA,NA
1,9,1,9,1,1,9,9,9,9,1,9,1,9,9,9,9,9,0,9,9,9,1,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,7.67,NA,15.15,NA,30,6.846,NA,NA,NA,NA,20.854,NA,17.159,NA,NA,NA,NA,NA,30,NA,NA,NA,30,NA,30,NA,NA,NA,NA,11.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0,9,0,0,9,1,9,9,0,1,9,9,1,9,9,0,9,1,9,1,1,1,9,0,9,9,9,9,9,9,1,9,9,9,0,9,9,0,0,NA,13.88,NA,9.035,24.085,NA,23.071,NA,NA,21.033,13.779,NA,NA,23.066,NA,NA,6.796,NA,23.982,NA,7.363,23.185,7.694,NA,13.221,NA,NA,NA,NA,NA,NA,8.147,NA,NA,NA,10.834,NA,NA,11.852,6.963
9,9,9,9,9,9,9,9,9,0,9,9,1,9,0,9,0,0,9,9,1,1,9,9,9,9,9,1,0,9,9,1,1,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.093,NA,NA,28.535,NA,30,NA,16.119,12.795,NA,NA,11.69,19.016,NA,NA,NA,NA,NA,18.79,30,NA,NA,7.825,21.228,NA,NA,NA,NA,NA,NA,NA
9,1,1,0,9,1,9,0,9,9,0,9,9,9,9,0,9,9,1,0,0,9,1,1,9,0,9,1,9,0,1,9,9,1,0,0,1,0,9,9,NA,15.635,9.593,19.074,NA,9.351,NA,14.096,NA,NA,16.478,NA,NA,NA,NA,8.583,NA,NA,11.216,15.503,5.377,NA,9.893,11.204,NA,10.031,NA,10.132,NA,11.319,13.031,NA,NA,11.057,15.401,30,7.959,6.467,NA,NA
9,9,9,0,9,9,0,9,9,9,0,9,9,9,9,9,1,1,9,9,9,0,9,0,0,0,9,1,9,9,9,9,9,9,9,0,1,9,0,9,NA,NA,NA,10.251,NA,NA,9.449,NA,NA,NA,8.255,NA,NA,NA,NA,NA,7.971,30,NA,NA,NA,30,NA,21.216,14.892,28.204,NA,15.676,NA,NA,NA,NA,NA,NA,NA,18.475,5.588,NA,7.775,NA
9,9,9,1,1,9,9,1,1,9,9,9,9,1,9,9,0,9,9,1,9,9,9,9,0,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,NA,NA,NA,14.137,21.745,NA,NA,30,17.828,NA,NA,NA,NA,30,NA,NA,14.939,NA,NA,28.749,NA,NA,NA,NA,27.119,NA,NA,15.871,NA,NA,NA,NA,NA,21.079,NA,NA,13.399,NA,NA,NA
9,0,1,9,9,1,9,9,9,1,0,1,9,9,9,9,1,9,9,0,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,1,9,NA,22.781,11.621,NA,NA,8.322,NA,NA,NA,30,27.388,16.452,NA,NA,NA,NA,10.945,NA,NA,30,NA,NA,14.085,NA,NA,NA,NA,NA,NA,NA,NA,9.915,NA,NA,NA,NA,15.75,NA,23.227,NA
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.177,4.116,14.716,2.85,8.115,6.266,3.6,3.683,2.864,2.615,3.901,5.152,3.116,3.666,4.099,4.806,17.45,8.633,2.997,4.8,11.116,6.816,5.233,3.702,3.666,2.598,3.766,2.431,3.217,3.014,2.983,3.349,3.617,4.232,3.683,4.05,2.916,10.117,4.636,3.766
9,1,1,9,0,1,1,0,9,9,1,9,1,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,9,9,1,9,9,9,9,1,1,1,9,NA,8.88,9.034,NA,30,4.255,23.249,23.903,NA,NA,30,NA,11.244,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,7.069,NA,NA,7.452,NA,NA,NA,NA,3.967,NA,NA,NA,NA,4.451,5.429,14.115,NA
9,1,9,9,1,1,1,1,9,9,1,9,1,9,1,1,1,9,9,1,9,1,1,9,1,1,9,1,1,1,1,1,9,9,9,9,1,9,9,9,NA,8.137,NA,NA,13.731,4.488,8.84,8.501,NA,NA,8.523,NA,8.358,NA,20.078,15.627,9.584,NA,NA,19.328,NA,9.823,12.558,NA,14.987,5.563,NA,10.143,13.27,22.108,11.915,9.5,NA,NA,NA,NA,6.706,NA,NA,NA
9,9,9,9,0,1,9,9,9,9,0,0,0,0,9,9,9,9,9,9,1,9,9,9,9,0,9,1,9,9,9,9,9,9,9,0,9,1,0,9,NA,NA,NA,NA,6.162,8.982,NA,NA,NA,NA,11.547,13.367,23.455,4.951,NA,NA,NA,NA,NA,NA,13.213,NA,NA,NA,NA,17.459,NA,30,NA,NA,NA,NA,NA,NA,NA,22.676,NA,10.88,30,NA
1,1,9,9,9,9,9,1,1,1,9,1,9,1,9,9,9,9,1,9,9,9,1,9,1,9,9,9,9,1,9,9,1,9,0,1,9,9,9,1,4.703,15.896,NA,NA,NA,NA,NA,8.415,10.053,20.822,NA,10.81,NA,28.235,NA,NA,NA,NA,12.78,NA,NA,NA,16.889,NA,30,NA,NA,NA,NA,12.482,NA,NA,19.623,NA,12.797,13.785,NA,NA,NA,9.59
1,9,9,9,1,1,0,9,1,9,9,9,9,0,9,1,9,1,1,1,9,9,9,9,1,0,9,9,9,9,9,9,1,9,0,9,9,1,9,9,28.8,NA,NA,NA,17.269,5.253,7.845,NA,9.698,NA,NA,NA,NA,18.968,NA,20.297,NA,5.231,9.901,12.658,NA,NA,NA,NA,25.581,30,NA,NA,NA,NA,NA,NA,30,NA,13.442,NA,NA,7.364,NA,NA
1,9,9,9,1,9,9,1,9,9,9,1,9,9,1,9,9,1,9,9,1,9,9,9,9,1,9,9,1,9,9,1,9,1,9,1,9,9,9,9,9.693,NA,NA,NA,19.709,NA,NA,17.465,NA,NA,NA,14.207,NA,NA,9.502,NA,NA,5.8,NA,NA,17.021,NA,NA,NA,NA,30,NA,NA,11.792,NA,NA,7.734,NA,21.017,NA,30,NA,NA,NA,NA
9,1,9,9,9,9,9,9,1,0,1,1,1,9,0,1,9,9,9,1,9,1,9,1,9,1,1,1,9,0,9,1,9,1,1,9,1,1,9,1,NA,9.158,NA,NA,NA,NA,NA,NA,20.575,14.894,4.144,7.431,14.399,NA,13.864,6.062,NA,NA,NA,30,NA,6.015,NA,10.777,NA,4.503,13.696,8.486,NA,5.222,NA,5.894,NA,4.527,18.44,NA,5.208,11.462,NA,25.361
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.688,4.96,2.191,4.254,8.448,1.577,3.44,3.577,3.511,5.151,3.055,2.464,2.711,3.52,5.759,2.953,4.615,2.488,2.752,10.136,1.888,2.984,6.544,3.463,6.24,1.76,2.368,2.263,9.616,3.393,8.104,3.144,2.727,2.655,2.975,2.679,2.207,2.167,3.143,5.664
1,1,1,1,0,1,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,1,9,1,0,9,1,9,9,9,9,9,1,1,9,1,9,9,1,0,5.422,22.902,7.757,5.324,30,4.988,NA,NA,NA,NA,NA,18.018,NA,NA,NA,NA,8.228,NA,NA,NA,NA,8.865,NA,7.55,24.75,NA,9.133,NA,NA,NA,NA,NA,9.414,8.499,NA,10.717,NA,NA,17.014,27.903
0,9,1,0,1,1,0,1,0,9,9,0,9,0,1,1,1,1,1,9,1,1,1,9,1,1,1,1,9,9,1,1,1,1,1,9,1,1,0,9,3.879,NA,12.482,3.737,11.642,2.149,9.576,11.723,11.127,NA,NA,10.167,NA,11.741,8.225,12.056,8.239,5.394,5.225,NA,4.511,4.181,3.754,NA,10.745,4.202,16.547,5.369,NA,NA,7.415,4.162,10.966,5.793,16.746,NA,4.165,5.431,11.364,NA
9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,1,1,9,9,9,9,9,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,11.734,NA,NA,NA,NA,9.618,NA,NA,NA,NA,30,NA,NA,NA,7.645,NA,30,30,NA,NA,NA,NA,NA
9,9,1,1,1,9,9,9,1,1,1,9,1,1,1,1,1,1,9,9,1,1,1,0,9,1,1,1,0,9,1,1,9,9,0,1,9,1,9,1,NA,NA,10.902,15.175,7.878,NA,NA,NA,8.2,9.325,8.782,NA,6.792,12.354,18.549,4.207,10.599,11.949,NA,NA,3.577,12.427,6.815,10.974,NA,6.948,5.63,5.67,6.238,NA,6.184,8.916,NA,NA,15.371,10.325,NA,10,NA,8.714
9,9,1,9,1,1,9,1,9,9,9,1,9,9,1,0,9,1,1,9,9,9,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,0,NA,NA,14.612,NA,24.83,10.387,NA,20.614,NA,NA,NA,10.923,NA,NA,30,9.642,NA,8.593,17.894,NA,NA,NA,NA,27.816,NA,NA,NA,NA,NA,24.323,NA,NA,10.943,17.656,NA,NA,NA,NA,NA,5.01
9,1,9,1,9,9,9,9,9,1,9,9,1,9,1,0,1,1,1,1,9,9,9,9,9,1,9,9,9,1,9,9,9,1,0,0,9,9,9,9,NA,18.512,NA,8.286,NA,NA,NA,NA,NA,15.224,NA,NA,14.994,NA,16.71,30,4.271,13.296,9.563,25.788,NA,NA,NA,NA,NA,8.768,NA,NA,NA,19.067,NA,NA,NA,28.218,9.974,9.145,NA,NA,NA,NA
9,9,9,1,9,9,0,1,0,9,9,9,9,9,9,9,9,1,1,0,9,9,1,9,0,1,9,9,9,9,1,0,9,9,9,9,9,9,0,1,NA,NA,NA,8.192,NA,NA,12.415,21.944,24.575,NA,NA,NA,NA,NA,NA,NA,NA,3.791,13.606,30,NA,NA,3.767,NA,30,4.816,NA,NA,NA,NA,5.632,10.955,NA,NA,NA,NA,NA,NA,15.071,13.438
1,9,1,1,9,1,0,1,9,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,9,1,1,1,9,9,1,9,1,9,1,0,9,9,1,9,4.339,NA,5.188,8.215,NA,5.784,3.653,20.578,NA,8.909,4.729,11.168,14.839,NA,7.132,8.162,NA,7.148,11.056,NA,3.368,5.698,6.95,7.787,NA,4.115,9.641,4.376,NA,NA,13.824,NA,19.508,NA,15.912,18.067,NA,NA,10.361,NA
1,1,1,9,9,9,0,9,1,9,9,1,1,9,0,9,9,1,0,1,9,9,1,0,1,1,1,9,9,1,1,0,1,0,9,9,1,1,9,9,6.614,7.021,13.932,NA,NA,NA,11.427,NA,6.721,NA,NA,9.515,6.678,NA,14.644,NA,NA,4.101,9.672,30,NA,NA,6.015,11.621,27.711,5.372,9.173,NA,NA,5.537,7.942,7.313,6.702,13.375,NA,NA,5.337,6.342,NA,NA
